name,discipline,games
Shooting at the 1976 Summer Olympics - Men's 25 metre rapid fire pistol,Men's 25m rapid fire pistol,1976 Summer Olympics
Short Track Speed Skating at the 1994 Winter Olympics - Men's 1000m,Men's 1000m,1994 Winter Olympics
Shooting at the 1968 Summer Olympics - Men's 50 metre rifle; prone,Men's 50m rifle prone,1968 Summer Olympics
Alpine Skiing at the 1968 Winter Olympics - Men's Downhill,Men's Downhill,1968 Winter Olympics
Cross-Country Skiing at the 1972 Winter Olympics - Men's 30km,Men's Cross-country; 30km,1972 Winter Olympics
Rowing at the 1988 Summer Olympics - Women's Single Sculls,Women's Single Sculls,1988 Summer Olympics
Boxing at the 1952 Summer Olympics - Light Heavyweight,Men's Boxing; Light Heavyweight 75 - 81kg,1952 Summer Olympics
Wrestling at the 1928 Summer Olympics - Freestyle Bantamweight,Men's Freestyle Wrestling; Bantamweight -58 kg,1928 Summer Olympics
Athletics at the 1976 Summer Olympics - Men's Triple Jump,Men's Triple jump,1976 Summer Olympics
Athletics at the 1936 Summer Olympics - Men's 50km Walk,Men's 50km walk,1936 Summer Olympics
Canoeing at the 2004 Summer Olympics - Men's K-1 500 metres,Men's K-1 500m (kayak single),2004 Summer Olympics
Freestyle skiing at the 2002 Winter Olympics – Women's aerials,Women's Aerials,2002 Winter Olympics
Athletics at the 1912 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1912 Summer Olympics
Swimming at the 2004 Summer Olympics - Women's 50 metre freestyle,Women's 50m freestyle,2004 Summer Olympics
Wrestling at the 1980 Summer Olympics - Men's Greco-Roman Middleweight,Men's Greco-Roman Wrestling; Middleweight  74-82kg,1980 Summer Olympics
Boxing at the 1936 Summer Olympics - Men's featherweight,Men's Boxing; Featherweight 53.5-57.2kg,1936 Summer Olympics
Figure skating at the 1936 Winter Olympics - Men's singles,Figure skating - Men's singles,1936 Winter Olympics
Wrestling at the 1980 Summer Olympics - Men's Freestyle Heavyweight,Men's Freestyle Wrestling; Heavyweight 90-100kg,1980 Summer Olympics
Athletics at the 1924 Summer Olympics - Men's triple jump,Men's Triple jump,1924 Summer Olympics
Wrestling at the 2004 Summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 55 - 60 kg,2004 Summer Olympics
Taekwondo at the 2000 Summer Olympics - Women's 57 kg,Women's Taekwondo; Lightweight 49 - 57 kg,2000 Summer Olympics
Swimming at the 1980 Summer Olympics - Women's 200 metre backstroke,Women's 200m backstroke,1980 Summer Olympics
Table Tennis at the 2000 Summer Olympics Men's Singles,Men's Table Tennis; Singles,2000 Summer Olympics
Boxing at the 1972 Summer Olympics - Featherweight,Men's Boxing; Featherweight 54 - 57 kg,1972 Summer Olympics
Fencing at the 1984 Summer Olympics - Men's Foil; Individual,Men's Foil individual,1984 Summer Olympics
Athletics at the 1896 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1896 Summer Olympics
Sailing at the 1920 Summer Olympics – 10 Metre,,
Fencing at the 1948 Summer Olympics – Men's sabre,,
Swimming at the 1976 Summer Olympics - Men's 200 metre butterfly,Men's 200m butterfly,1976 Summer Olympics
Sailing at the 1956 Summer Olympics - 5.5 Metre,,
Speed Skating at the 2006 Winter Olympics - Women's 3000m,Women's 3000 m,2006 Winter Olympics
Athletics at the 1932 Summer Olympics - Men's 3000 metre steeplechase,Men's 3000m steeplechase,1932 Summer Olympics
Cycling at the 1968 Summer Olympics - Men's Individual Pursuit,Men's Track cycling; Individual Pursuit,1968 Summer Olympics
Boxing at the 1948 Summer Olympics - Welterweight,Men's boxing welterweight 62-67kg,1948 Summer Olympics
Gymnastics at the 1984 Summer Olympics – Men's vault,Men's Vault,1984 Summer Olympics
Gymnastics at the 1980 Summer Olympics – Men's Horizontal Bar,Men's Horizontal bar,1980 Summer Olympics
Sailing at the 1996 Summer Olympics - Women's Europe,Women's Europe Class,1996 Summer Olympics
Judo at the 1980 Summer Olympics - Half-Heavyweight (95kg) Men,Men's Judo; 86-95kg (half heavyweighgt),1980 Summer Olympics
Athletics at the 1972 Summer Olympics - Women's Pentathlon,Women's Athletics; Pentathlon,1972 Summer Olympics
Cycling at the 1992 Summer Olympics - Women's Sprint,Women's Track cycling; sprint,1992 Summer Olympics
Gymnastics at the 1972 Summer Olympics – Women's artistic team all-around,,
Canoeing at the 1964 Summer Olympics - Men's K-1 1000 metres,Men's K-1 1000m (kayak single),1964 Summer Olympics
Swimming at the 2000 Summer Olympics - Women's 200 metre butterfly,Women's 200m butterfly,2000 Summer Olympics
Athletics at the 1992 Summer Olympics - Women's 10 km walk,Women's Athletics; 10k Walk,1992 Summer Olympics
Athletics at the 1988 Summer Olympics - Men's 3000 metre Steeplechase,Men's 3000m steeplechase,1988 Summer Olympics
Handball at the 1984 Summer Olympics,,
Athletics at the 1956 Summer Olympics - Men's marathon,Men's Marathon,1956 Summer Olympics
Rowing at the 1964 Summer Olympics - Coxed four,,1964 Summer Olympics
Wrestling at the 2012 Summer Olympics – Men's freestyle 60 kg,Men's Freestyle Wrestling; Featherweight 55 - 60 kg,2012 Summer Olympics
Rowing at the 2012 Summer Olympics – Men's coxless pair,Men's Coxless pair,2012 Summer Olympics
Athletics at the 1912 Summer Olympics - Men's 400 metres,Men's Athletics; 400m,1912 Summer Olympics
Shooting at the 1960 Summer olympics - Men's 300 metre rifle; three positions,Men's 300m Free Rifle; 3 Positions,1960 Summer Olympics
Speed skating at the 2002 Winter Olympics - Men's 500m,Men's 500m,2002 Winter Olympics
Speed Skating at the 1984 Winter Olympics - Women's 1500m,Women's 1500m,1984 Winter Olympics
Weightlifting at the 1992 Summer Olympics - Men's Light Heavyweight 75-82.5 kg,Men's Weightlifting; Light Heavyweight 75-82.5kg,1992 Summer Olympics
Archery at the 1976 Summer Olympics - Men's Individual,Men's Archery; individual,1976 Summer Olympics
Judo at the 1980 Summer Olympics - Men's Heavyweight  (+95kg,Men's Judo; +95 (Heavyweight),1980 Summer Olympics
Gymnastics at the 1936 Summer Olympics - Men's Vault,Men's Vault,1936 Summer Olympics
Speed Skating at the 1994 Winter Olympics - Women's 500m,Women's 500 m,1994 Winter Olympics
Weightlifting at the 1980 Summer Olympics - Men's First Heavyweight 90-100 kg,Men's Weightlifting; First Heavyweight 90-100kg,1980 Summer Olympics
Boxing at the 1980 Summer Olympics - Light Heavyweight,Men's Boxing; Light Heavyweight 75 - 81kg,1980 Summer Olympics
Athletics at the 1952 Summer Olympics - Men's High Jump,Men's High jump,1952 Summer Olympics
Shooting at the 1956 Summer Olympics - Men's 25 metre rapid fire pistol,Men's 25m rapid fire pistol,1956 Summer Olympics
Boxing at the 1960 Summer Olympics - Welterweight,Men's Boxing; Welterweight 63.5-67kg,1960 Summer Olympics
Athletics at the 1952 Summer Olympics - Men's 10 Kilometre Walk,Men's 10km Walk,1952 Summer Olympics
Speed Skating at the 1964 Winter Olympics - Men's 500m,Men's 500m,1964 Winter Olympics
Gymnastics at the 1968 Summer Olympics – Women's uneven bars,Women's Uneven bars,1968 Summer Olympics
Canoeing at the 1976 Summer Olympics - Women's K-1 500 metres,Women's K-1 500m (kayak single),1976 Summer Olympics
Cycling at the 2008 Summer Olympics - Men's BMX,BMX racing,2008 Summer Olympics
Judo at the 2008 Summer Olympics – Men's Extra Lightweight (-60 kg),Men's Judo; - 60 kg Men (extra lightweight),2008 Summer Olympics
Athletics at the 2008 Summer Olympics - Women's pole vault,Women's Pole vault,2008 Summer Olympics
Badminton at the 2008 Summer Olympics - Women's singles,Women's Badminton; singles,2008 Summer Olympics
Athletics at the 1984 Summer Olympics - Men's triple jump,Men's Triple jump,1984 Summer Olympics
Shooting at the 1924 Summer Olympics - Men's 100 metre team running deer; double shots,Men's 100 metre team running deer; double shots,1924 Summer Olympics
Athletics at the 1992 Summer Olympics - Men's 110 metre hurdles,Men's Athletics; 110m hurdles,1992 Summer Olympics
Canoeing at the 1948 Summer Olympics - Men's K-2 10000 metres,,
Wrestling at the 1924 Summer Olympics - Men's Freestyle Lightweight,Men's Freestyle Wrestling; Lightweight 61-66kg,1924 Summer Olympics
Weightlifting at the 1952 Summer Olympics - Men's Middleweight 67.5-75 kg,Men's Weightlifting; Middleweight 67.5-75kg,1952 Summer Olympics
Wrestling at the 1924 Summer Olympics - Freestyle Bantamweight,Men's Freestyle Wrestling; Bantamweight -58 kg,1924 Summer Olympics
Gymnastics at the 1956 Summer Olympics - Men's artistic individual all-around,Men's Gymnastics; individual all-round,1956 Summer Olympics
Alpine Skiing at the 1994 Winter Olympics - Women's Slalom,Women's Slalom,1994 Winter Olympics
Freestyle Skiing at the 1998 Winter Olympics - Women's Aerials,Women's Aerials,1998 Winter Olympics
Gymnastics at the 2000 Summer Olympics – Women's rhythmic individual all-around,Women's Rhythmic gymnastics; individual all-round,2000 Summer Olympics
Wrestling at the 1948 Summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 57-62kg,1948 Summer Olympics
Biathlon at the 2006 Winter Olympics – Women's relay,,
Ski Jumping at the 1972 Winter Olympics - Men's Normal Hill,,1972 Winter Olympics
Athletics at the 1968 Summer Olympics - Men's 800 metres,Men's Athletics; 800m,1968 Summer Olympics
athletics at the 1968 Summer Olympics - Men's Discus Throw,Men's Discus throw,1968 Summer Olympics
Shooting at the 1960 Summer Olympics - Trap,Olympic trap,1960 Summer Olympics
Speed Skating at the 1988 Winter Olympics - Men's 1000m,Men's 1000m,1988 Winter Olympics
Sailing at the 1972 Summer Olympics – Dragon,,
Cycling at the 1932 Summer Olympics - Men's tandem,,
Sailing at the 2000 Summer Olympics - Women's  470 class,,
Modern pentathlon at the 1960 Summer Olympics – Men's individual,Men's Modern pentathlon,1960 Summer Olympics
Sailing at the 1920 Summer Olympics – 30m2 Skerry cruiser,,
Freestyle Skiing at the 2006 Winter Olympics - Women's Moguls,Women's Moguls,2006 Winter Olympics
Boxing at the 2000 Summer Olympics - Light Welterweight,Men's Boxing; Light Welterweight 60-63.5,2000 Summer Olympics
Weightlifting at the 1980 Summer Olympics - Men's Middle Heavyweight  82.5-90 kg,Men's Weightlifting; Middle Heavyweight 82.5-90 kg,1980 Summer Olympics
Cycling at the 1980 Summer Olympics - Men's Individual Pursuit,Men's Track cycling; Individual Pursuit,1980 Summer Olympics
Equestrian at the 1928 Summer Olympics - Individual Eventing,Eventing; individual,1928 Summer Olympics
Gymnastics at the 1996 Summer Olympics – Women's artistic team all-around,,
Athletics at the 1900 Summer Olympics - Men's discus throw,Men's Discus throw,1900 Summer Olympics
Wrestling at the 1956 Summer Olympics - Men's Freestyle Middleweight,Men's Freestyle Wrestling; Middleweight 73-79 kg,1956 Summer Olympics
Athletics at the 1900 Summer Olympics - Men's triple jump,Men's Triple jump,1900 Summer Olympics
Rowing at the 1960 Summer Olympics - Men's Single Sculls,Men's Single sculls,1960 Summer Olympics
Fencing at the 2004 Summer Olympics - Men's team foil,,2004 Summer Olympics
Athletics at the 1920 Summer Olympics - Men's 56 pound weight throw,56-Pound Weight Throw,1920 Summer Olympics
Boxing at the 1920 Summer Olympics - Men's light heavyweight,Men's Boxing; Light Heavyweight 72.6-79.4kg,1920 Summer Olympics
Diving at the 2004 Summer Olympics - Women's 10 metre platform,Women's 10 metre platform,2004 Summer Olympics
Cycling at the 1956 Summer Olympics - Men's team time trial,,
Athletics at the 1956 Summer Olympics - Men's shot put,Men's Shot put,1956 Summer Olympics
Boxing at the 1920 Summer Olympics - Men's featherweight,Men's Boxing; Featherweight 53.5-57.2kg,1920 Summer Olympics
Basketball at the 1976 Summer Olympics,Men's basketball,
Football at the 1912 Summer Olympics - Consolation tournament,,1912 Summer Olympics
Fencing at the 1900 Summer Olympics - Men's amateurs-masters épée,Men's Amateurs-Masters épée,1900 Summer Olympics
Athletics at the 1912 Summer Olympics - Men's 10 kilometre walk,Men's 10km Walk,1912 Summer Olympics
Tennis at the 1900 Summer Olympics - Men's Doubles,,1900 Summer Olympics
Biathlon at the 2006 Winter Olympics - Men's 10km Sprint,Men's 10 km Sprint,2006 Winter Olympics
Fencing at the 1948 Summer Olympics – Men's team foil,,
Rowing at the 1932 Summer Olympics - Men's Single Sculls,Men's Single sculls,1932 Summer Olympics
Rowing at the 1924 Summer Olympics – Men's coxed fours,,
Speed Skating at the 1972 Winter Olympics - Men's 10000m,Men's 10000m,1972 Winter Olympics
Speed Skating at the 1972 Winter Olympics - Women's 500m,Women's 500 m,1972 Winter Olympics
Boxing at the 1992 Summer Olympics - Heavyweight,Men's Boxing; Heavyweight 81 - 91kg,1992 Summer Olympics
Figure Skating at the 1980 Winter Olympics - Women's Singles,Women's Singles,1980 Winter Olympics
Athletics at the 1976 Summer Olympics – Men's 800 metres,Men's Athletics; 800m,1976 Summer Olympics
Athletics at the 1936 Summer Olympics – Men's decathlon,Men's Decathlon,1936 Summer Olympics
Fencing at the 1896 Summer Olympics - Men's Sabre; Individual,Men's Sabre individual,1896 Summer Olympics
Fencing at the 1896 Summer Olympics - Men's foil,Men's Foil individual,1896 Summer Olympics
Water polo at the 1972 Summer Olympics,,
Athletics at the 1936 Summer Olympics – Men's 50 kilometre walk,,
Athletics at the 1948 Summer Olympics - Men's discus throw,Men's Discus throw,1948 Summer Olympics
Tennis at the 1900 Summer Olympics - Mixed Doubles,,1900 Summer Olympics
Athletics at the 1936 Summer Olympics – Men's triple jump,Men's Triple jump,1936 Summer Olympics
Swimming at the 2008 Summer Olympics - Women's 4 x 100 metre medley relay,Women's 4x100m medley relay,2008 Summer Olympics
Sailing at the 1948 Summer Olympics - 6 metre class,,1948 Summer Olympics
Cross-country skiing at the 1948 Winter Olympics - Men's 4x10 km relay,,
Athletics at the 1992 Summer Olympics - Women's Long Jump,Women's Long jump,1992 Summer Olympics
Swimming at the 1928 Summer Olympics - Men's 400 metre freestyle,Men's 400m freestyle,1928 Summer Olympics
Wrestling at the 1996 Summer Olympics - Men's freestyle Lightweight,Men's Freestyle; Lightweight 62-68kg,1996 Summer Olympics
Athletics at the 1924 Summer Olympics – Men's 10 kilometre walk,Men's 10km Walk,1924 Summer Olympics
Swimming at the 1920 Summer Olympics - Men's 200 metre breaststroke,Men's 200m breaststroke,1920 Summer Olympics
Judo at the 2000 Summer Olympics - Men's Half Lightweight (66 kg),Men's Judo; 60 - 66kg (half-lightweight),2000 Summer Olympics
Athletics at the 1992 Summer Olympics - Men's hammer throw,Men's Hammer throw,1992 Summer Olympics
Athletics at the 1928 Summer Olympics - Women's high jump,Women's High jump,1928 Summer Olympics
Cross-country skiing at the 2002 Winter Olympics - 4 x 5 Km relay,,
Boxing at the 1928 Summer Olympics - Men's lightweight,Men's boxing; lightweight 57.2-61.2 kg,1928 Summer Olympics
Athletics at the 1992 Summer Olympics - Women's Discus Throw,Women's Discus throw,1992 Summer Olympics
Boxing at the 2008 Summer Olympics - Middleweight,Men's Boxing; Middleweight 69 - 75 kg,2008 Summer Olympics
Speed Skating at the 1924 Winter Olympics - Men's 10000m,Men's 10000m,1924 Winter Olympics
Canoeing at the 1948 Summer Olympics - Women's K-1 500 metres,Women's K-1 500m (kayak single),1948 Summer Olympics
Volleyball at the 2008 Summer Olympics - Men's volleyball,Men's Volleyball,2008 Summer Olympics
Cross-Country Skiing at the 1928 Winter Olympics - Men's 18 km,Men's Cross-Country; 18km,1928 Winter Olympics
Athletics at the 1992 Summer Olympics - Women's 10000 metres,Women's Athletics; 10000m,1992 Summer Olympics
Athletics at the 2004 Summer Olympics - Men's 400 metre hurdles,Men's Athletics; 400m hurdles,2004 Summer Olympics
Judo at the 2008 Summer Olympics - Women's 57 kg,Women's Judo; 52 - 57kg (Lightweight),2008 Summer Olympics
Shooting at the 1920 Summer Olympics - Men's 50 metre team free pistol,,1920 Summer Olympics
Shooting at the 1996 Summer Olympics - Women's 10 metre air rifle,Women's 10m air rifle,1996 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Men's pommel horse,Men's Pommel horse,2008 Summer Olympics
Athletics at the 1992 Summer Olympics - Men's triple jump,Men's Triple jump,1992 Summer Olympics
Swimming at the 2004 Summer Olympics - Women's 100 metre freestyle,Women's 100m freestyle,2004 Summer Olympics
Tennis at the 1920 Summer Olympics - Women's Singles,Women's Tennis; singles,1920 Summer Olympics
Athletics at the 2008 Summer Olympics - Women's 100 metres hurdles,Women's Athletics; 100m hurdles,2008 Summer Olympics
Athletics at the 2008 Summer Olympics - Women's 200 metres,Women's Athletics; 200m,2008 Summer Olympics
Canoeing at the 1988 Summer Olympics - Men's C-1 500 metres,Men's C-1 500m (canoe single),1988 Summer Olympics
Weightlifting at the 1996 Summer Olympics - Men's Lightweight 64-70 kg,Men's Weightlifting; Men's Lightweight 64-70 kg,1996 Summer Olympics
Swimming at the 2008 Summer Olympics - Women's 10 kilometre,Women's Swimming; marathon 10km,2008 Summer Olympics
Athletics at the 1924 Summer Olympics – Men's 110 metre hurdles,Men's Athletics; 110m hurdles,1924 Summer Olympics
Shooting at the 2000 Summer Olympics - Men's 50 metre pistol,Men's 50m pistol,2000 Summer Olympics
Shooting at the 2008 Summer Olympics - Men's 50 metre rifle three positions,Men's 50m rifle 3 positions,2008 Summer Olympics
Figure skating at the 1936 Winter Olympics - Pairs,,1936 Winter Olympics
Wrestling at the 1988 Summer Olympics - Men's Freestyle Welterweight,Men's freestyle Wrestling; Welterweight 68-74 kg,1988 Summer Olympics
Bobsleigh at the 2010 Winter Olympics – Two-man,Two-Man Bobsleigh,2010 Winter Olympics
Swimming at the 1968 Summer Olympics – Men's 100 metre butterfly,Men's 100m butterfly,1968 Summer Olympics
Athletics at the 1964 Summer Olympics - Men's hammer throw,Men's Hammer throw,1964 Summer Olympics
Football at the 1996 Summer Olympics - Women's tournament,Women's football,1996 Summer Olympics
Canoeing at the 1952 Summer Olympics - Men's K-2 10000 metres,,
Judo at the 2000 Summer Olympics - Men's 100 kg,Men's Judo; 90 - 100kg (half-heavyweight),2000 Summer Olympics
Cycling at the 2008 Summer Olympics - Men's team sprint,Men's Track cycling; Olympic Sprint,2008 Summer Olympics
Swimming at the 2008 Summer Olympics - Women's 100 metre breaststroke,Women's 100m breaststroke,2008 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Men's artistic individual all-around,Men's Gymnastics; individual all-round,2008 Summer Olympics
Taekwondo at the 2000 Summer Olympics - Women's +67 kg,Women's Taekwondo; Heavyweight + 67 kg,2000 Summer Olympics
Shooting at the 2000 Summer Olympics - Men's 25 metre rapid fire pistol,Men's 25m rapid fire pistol,2000 Summer Olympics
Judo at the 2012 Summer Olympics – Women's 57 kg,Women's Judo; 52 - 57kg (Lightweight),2012 Summer Olympics
Shooting at the 2012 Summer Olympics - Men's 10 metre air pistol,Men's 10m air pistol,2012 Summer Olympics
Taekwondo at the 2012 Summer Olympics – Men's +80 kg,Men's Taekwondo; Heavyweight + 80 kg,2012 Summer Olympics
Beach volleyball at the 2012 Summer Olympics – Men's tournament,Men's Beach Volleyball,2012 Summer Olympics
Rowing at the 2012 Summer Olympics – Men's lightweight double sculls,Men's Lightweight double sculls,2012 Summer Olympics
Modern pentathlon at the 1956 Summer Olympics,,
Water polo at the 1920 Summer Olympics,,
Swimming at the 1996 Summer Olympics - Women's 50 metre freestyle,Women's 50m freestyle,1996 Summer Olympics
Swimming at the 2000 Summer Olympics - Men's 200 metre freestyle,Men's 200m Freestyle,2000 Summer Olympics
Swimming at the 1984 Summer Olympics - Women's 200 metre backstroke,Women's 200m backstroke,1984 Summer Olympics
Athletics at the 2000 Summer Olympics - Women's marathon,Women's Athletics; Marathon,2000 Summer Olympics
Swimming at the 1976 Summer Olympics - Women's 800 metre freestyle,Women's 800m freestyle,1976 Summer Olympics
Athletics at the 2000 Summer Olympics – Women's 5000 metres,Women's Athletics; 5000m,2000 Summer Olympics
Athletics at the 1948 Summer Olympics – Men's 400 metres,Men's Athletics; 400m,1948 Summer Olympics
Field hockey at the 2000 Summer Olympics - Men's tournament,,
Sailing at the 1996 Summer Olympics - Open Laser Class,Open Laser Class,1996 Summer Olympics
Speed skating at the 2010 Winter Olympics – Women's 3000 metres,Women's 3000 m,2010 Winter Olympics
Weightlifting at the 2000 Summer Olympics – Women's 69 kg,Women's Weightlifting; 69kg,2000 Summer Olympics
Athletics at the 1964 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1964 Summer Olympics
Athletics at the 1964 Summer Olympics - Men's 800 metres,Men's Athletics; 800m,1964 Summer Olympics
Freestyle skiing at the 2010 Winter Olympics – Men's ski cross,Men's Ski Cross,2010 Winter Olympics
Athletics at the 1984 Summer Olympics – Women's 4 x 400 metres relay,,
Diving at the 2012 Summer Olympics – Women's synchronized 3 metre springboard,Women's synchronized 3 metre springboard,2012 Summer Olympics
Swimming at the 2012 Summer Olympics – Women's marathon 10 kilometre,Women's Swimming; marathon 10km,2012 Summer Olympics
Swimming at the 2000 Summer Olympics - Women's 100 metre breaststroke,Women's 100m breaststroke,2000 Summer Olympics
Cycling at the 1952 Summer Olympics - Men's tandem,,1952 Summer Olympics
Athletics at the 1996 Summer Olympics - Women's heptathlon,Women's Heptathlon,1996 Summer Olympics
Gymnastics at the 1912 Summer Olympics - Men's team; free system,,1912 Summer Olympics
Athletics at the 1996 Summer Olympics - Women's 1500 metres,Women's Athletics; 1500m,1996 Summer Olympics
Figure skating at the 2006 Winter Olympics - Pairs,,2006 Winter Olympics
Taekwondo at the 2004 Summer Olympics - Men's 58 kg,Men's Taekwondo; Flyweight - 58 kg,2004 Summer Olympics
Athletics at the 1912 Summer Olympics - Men's two handed discus throw,Two Handed Discus Throw,1912 Summer Olympics
Water polo at the 1952 Summer Olympics,,
Swimming at the 1964 Summer Olympics – Women's 200 metre breaststroke,Women's 200m breaststroke,1964 Summer Olympics
Football at the 1988 Summer Olympics,,
Athletics at the 1928 Summer Olympics - Men's 100 metres,Men's Athletics; 100m,1928 Summer Olympics
Football at the 1996 Summer Olympics - Men's tournament,Men's football,1996 Summer Olympics
Gymnastics at the 1960 Summer Olympics – Men's floor,,
Volleyball at the 1996 Summer Olympics - Men's volleyball,Men's Volleyball,1996 Summer Olympics
Athletics at the 1996 Summer Olympics - Men's pole vault,Men's Pole vault,1996 Summer Olympics
Athletics at the 1992 Summer Olympics - Women's Marathon,Women's Athletics; Marathon,1992 Summer Olympics
Athletics at the 1972 Summer Olympics - Men's 800 metres,Men's Athletics; 800m,1972 Summer Olympics
Diving at the 1992 Summer Olympics - Men's 10 metre platform,Men's 10 metre platform,1992 Summer Olympics
Athletics at the 1996 Summer Olympics - Women's Javelin Throw,Women's Javelin throw,1996 Summer Olympics
Athletics at the 1928 Summer Olympics - Men's 400 metres,Men's Athletics; 400m,1928 Summer Olympics
Swimming at the 1984 Summer Olympics - Women's 400 metre freestyle,Women's 400m freestyle,1984 Summer Olympics
Cycling at the 1996 Summer Olympics - Women's road time trial,Women's Road cycling; individual time trial,1996 Summer Olympics
Gymnastics at the 1964 Summer Olympics - Women's Balance Beam,Women's Balance Beam,1964 Summer Olympics
Swimming at the 2000 Summer Olympics - Men's 200 metre individual medley,Men's 200m individual medley,2000 Summer Olympics
Weightlifting at the 2000 Summer Olympics - Men's Light Heavyweight 77- 85 kg,Men's Weightlifting; Light Heavyweight 77-85 kg,2000 Summer Olympics
Boxing at the 1984 Summer Olympics - Super Heavyweight,Men's Boxing; Super Heavyweight +91kg,1984 Summer Olympics
Athletics at the 2000 Summer Olympics - Men's pole vault,Men's Pole vault,2000 Summer Olympics
Judo at the 1996 Summer Olympics - Women's Half Heavyweight (72kg),Women's Judo; 66-72 kg (Half Heavyweight),1996 Summer Olympics
Freestyle skiing at the 2002 Winter Olympics – Men's aerials,,
Freestyle Skiing at the 1998 Winter Olympics - Women's Moguls,Women's Moguls,1998 Winter Olympics
Gymnastics at the 1988 Summer Olympics – Men's rings,Men's Rings,1988 Summer Olympics
Athletics at the 1968 Summer Olympics - Men's 200 metres,Men's Athletics; 200m,1968 Summer Olympics
athletics at the 1952 Summer Olympics - Women's Discus Throw,Women's Discus throw,1952 Summer Olympics
Speed Skating at the 1984 Winter Olympics - Women's 500m,Women's 500 m,1984 Winter Olympics
Rowing at the 1976 Summer Olympics - Women's Single Sculls,Women's Single Sculls,1976 Summer Olympics
Fencing at the 1992 Summer Olympics - Women's Foil; Individual,Women's Foil individual,1992 Summer Olympics
Equestrian at the 1976 Summer Olympics - Individual Eventing,Eventing; individual,1976 Summer Olympics
Biathlon at the 2010 Winter Olympics – Men's pursuit,Men's 12.5 km Pursuit,2010 Winter Olympics
Gymnastics at the 1928 Summer Olympics - Men's Horizontal Bar,Men's Horizontal bar,1928 Summer Olympics
Wrestling at the 1928 Summer Olympics - Men's Greco-Roman Bantamweight,Men's Greco-Roman Wrestling; Bantamweight -58kg,1928 Summer Olympics
Equestrian at the 1928 Summer Olympics - Jumping; Individual,Jumping; individual,1928 Summer Olympics
Swimming at the 1952 Summer Olympics - Men's 1500 metre freestyle,Men's 1500m freestyle,1952 Summer Olympics
Alpine Skiing at the 1988 Winter Olympics - Women's Combined,Women's Combined,1988 Winter Olympics
Short Track Speed Skating at the 2002 Winter Olympics - Women's 1500m,Women's 1500m,2002 Winter Olympics
Alpine Skiing at the 1998 Winter Olympics - Men's Slalom,Men's Slalom,1998 Winter Olympics
Speed Skating at the 1976 Winter Olympics - Women's 3000m,Women's 3000 m,1976 Winter Olympics
Shooting at the 1960 Summer Olympics - Men's 50 metre Pistol,Men's 50m pistol,1960 Summer Olympics
Shooting at the 1980 Summer Olympics - Men's 50 metre rifle; three positions,Men's 50m rifle 3 positions,1980 Summer Olympics
Rowing at the 1928 Summer Olympics - Men's Single Sculls,Men's Single sculls,1928 Summer Olympics
Boxing at the 1980 Summer Olympics - Light Flyweight,Men's Boxing; - Light Flyweight -48kg,1980 Summer Olympics
Boxing at the 1980 Summer Olympics - Lightweight,Men's Boxing; Lightweight 57 - 60kg,1980 Summer Olympics
Equestrian at the 1956 Summer Olympics - Individual Eventing,Eventing; individual,1956 Summer Olympics
Weightlifting at the 1948 Summer Olympics - Men's Bantamweight -56 kg,Men's Weightlifting; Bantamweight  -56kg,1948 Summer Olympics
Judo at the 1984 Summer Olympics - Men's Half Lightweight (65kg),Men's Judo; Half Lightweight 65kg,1984 Summer Olympics
Weightlifting at the 1964 summer Olympics - Men's Light Heavyweight 75-82.5 kg,Men's Weightlifting; Light Heavyweight 75-82.5kg,1964 Summer Olympics
Boxing at the 1956 Summer Olympics - Heavyweight,,1956 Summer Olympics
Gymnastics at the 1988 Summer Olympics – Men's artistic individual all-around,Men's Gymnastics; individual all-round,1988 Summer Olympics
Gymnastics at the 2000 Summer Olympics – Women's vault,Women's Vault,2000 Summer Olympics
Shooting at the 1968 Summer Olympics - Men's 50 metre Pistol,Men's 50m pistol,1968 Summer Olympics
Swimming at the 1948 Summer Olympics - Women's 400 metre freestyle,Women's 400m freestyle,1948 Summer Olympics
Skeleton at the 2002 Winter Olympics - Women's Skeleton,Women's Skeleton,2002 Winter Olympics
Speed Skating at the 1976 Winter Olympics - Men's 10000m,Men's 10000m,1976 Winter Olympics
Modern Pentathlon at the 1928 Summer Olympics - Men's Individual,Men's Modern pentathlon,1928 Summer Olympics
Athletics at the 1960 Summer Olympics - Men's 200 metres,Men's Athletics; 200m,1960 Summer Olympics
Sailing at the 1936 Summer Olympics - Monotype Class,Olympic Monotype,1936 Summer Olympics
Ski Jumping at the 1964 Winter Olympics - Large Hill,Men's Large hill individual,1964 Winter Olympics
Table Tennis at the 1988 Summer Olympics - Men's Singles,Men's Table Tennis; Singles,1988 Summer Olympics
Alpine Skiing at the 1980 Winter Olympics - Men's Downhill,Men's Downhill,1980 Winter Olympics
Cross-Country Skiing at the 1968 Winter Olympics - Men's 50km,Men's Cross-country; 50km,1968 Winter Olympics
